instant,dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_check,season,time_cluster
6854,2011-10-18,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,1,4,Pagi
6855,2011-10-18,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4,4,4,Pagi
6856,2011-10-18,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,2,19,21,21,4,Pagi
6857,2011-10-18,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109,109,4,Pagi
6858,2011-10-18,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341,341,4,Siang
6859,2011-10-18,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499,499,4,Siang
6860,2011-10-18,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227,227,4,Siang
6861,2011-10-18,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27,75,102,102,4,Siang
6862,2011-10-18,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147,147,4,Siang
6863,2011-10-18,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201,201,4,Siang
6864,2011-10-18,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219,219,4,Sore
6865,2011-10-18,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169,169,4,Sore
6866,2011-10-18,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205,205,4,Sore
6867,2011-10-18,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304,304,4,Sore
6868,2011-10-18,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,625,625,4,Sore
6869,2011-10-18,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570,570,4,Sore
6870,2011-10-18,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317,317,4,Malam
6871,2011-10-18,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227,227,4,Malam
6872,2011-10-18,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206,206,4,Malam
6873,2011-10-18,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137,137,4,Malam
6874,2011-10-18,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70,70,4,Malam
6875,2011-10-19,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34,34,4,
6876,2011-10-19,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16,16,4,Pagi
6877,2011-10-19,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7,7,4,Pagi
6878,2011-10-19,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3,3,4,Pagi
6879,2011-10-19,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3,3,4,Pagi
6880,2011-10-19,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31,31,4,Pagi
6881,2011-10-19,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68,68,4,Siang
6882,2011-10-19,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210,210,4,Siang
6883,2011-10-19,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202,202,4,Siang
6884,2011-10-19,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123,123,4,Siang
6885,2011-10-19,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149,149,4,Siang
6886,2011-10-19,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130,130,4,Siang
6887,2011-10-19,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106,106,4,Sore
6888,2011-10-19,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97,97,4,Sore
6889,2011-10-19,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343,21,99,120,120,4,Sore
6890,2011-10-19,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201,201,4,Sore
6891,2011-10-19,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,181,181,4,Sore
6892,2011-10-19,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,8,132,140,140,4,Sore
6893,2011-10-19,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,197,197,4,Malam
6894,2011-10-19,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145,145,4,Malam
6895,2011-10-19,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,85,85,4,Malam
6896,2011-10-19,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,107,107,4,Malam
6897,2011-10-19,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69,69,4,Malam
6898,2011-10-20,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,26,26,4,
6899,2011-10-20,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,15,15,4,Pagi
6900,2011-10-20,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4,4,4,Pagi
6901,2011-10-20,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1,1,4,Pagi
6902,2011-10-20,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8,8,4,Pagi
6903,2011-10-20,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26,26,4,Pagi
6904,2011-10-20,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92,92,4,Pagi
6905,2011-10-20,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318,318,4,Siang
6906,2011-10-20,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,426,426,4,Siang
6907,2011-10-20,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,223,223,4,Siang
6908,2011-10-20,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130,130,4,Siang
6909,2011-10-20,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99,129,129,4,Siang
6910,2011-10-20,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171,199,199,4,Siang
6911,2011-10-20,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,164,164,4,Sore
6912,2011-10-20,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,155,155,4,Sore
6913,2011-10-20,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160,160,4,Sore
6914,2011-10-20,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234,234,4,Sore
6915,2011-10-20,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494,494,4,Sore
6916,2011-10-20,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469,469,4,Sore
6917,2011-10-20,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,298,298,4,Malam
6918,2011-10-20,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,241,241,4,Malam
6919,2011-10-20,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,165,165,4,Malam
6920,2011-10-20,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,128,128,4,Malam
6921,2011-10-20,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,90,90,4,Malam
6922,2011-10-21,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50,50,4,
6923,2011-10-21,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,26,26,4,Pagi
6924,2011-10-21,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,18,18,4,Pagi
6925,2011-10-21,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7,7,4,Pagi
6926,2011-10-21,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6,6,4,Pagi
6927,2011-10-21,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,31,31,4,Pagi
6928,2011-10-21,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,85,85,4,Pagi
6929,2011-10-21,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233,233,4,Siang
6930,2011-10-21,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402,402,4,Siang
6931,2011-10-21,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222,222,4,Siang
6932,2011-10-21,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138,138,4,Siang
6933,2011-10-21,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174,174,4,Siang
6934,2011-10-21,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240,240,4,Siang
6935,2011-10-21,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206,206,4,Sore
6936,2011-10-21,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198,198,4,Sore
6937,2011-10-21,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235,235,4,Sore
6938,2011-10-21,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302,302,4,Sore
6939,2011-10-21,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524,524,4,Sore
6940,2011-10-21,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397,397,4,Sore
6941,2011-10-21,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253,253,4,Malam
6942,2011-10-21,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184,184,4,Malam
6943,2011-10-21,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143,143,4,Malam
6944,2011-10-21,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113,113,4,Malam
6945,2011-10-21,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117,117,4,Malam
6946,2011-10-22,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96,96,4,
6947,2011-10-22,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70,70,4,Pagi
6948,2011-10-22,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31,31,4,Pagi
6949,2011-10-22,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20,20,4,Pagi
6950,2011-10-22,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8,8,4,Pagi
6951,2011-10-22,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,1,7,8,8,4,Pagi
6952,2011-10-22,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,1,17,18,18,4,Pagi
6953,2011-10-22,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57,57,4,Siang
6954,2011-10-22,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,26,88,114,114,4,Siang
6955,2011-10-22,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169,169,4,Siang
6956,2011-10-22,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236,236,4,Siang
6957,2011-10-22,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282,282,4,Siang
6958,2011-10-22,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343,343,4,Siang
6959,2011-10-22,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,136,186,322,322,4,Sore
6960,2011-10-22,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,310,310,4,Sore
6961,2011-10-22,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382,382,4,Sore
6962,2011-10-22,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,359,359,4,Sore
6963,2011-10-22,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,360,360,4,Sore
6964,2011-10-22,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335,335,4,Sore
6965,2011-10-22,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0,47,173,220,220,4,Malam
6966,2011-10-22,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,48,111,159,159,4,Malam
6967,2011-10-22,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0,37,120,157,157,4,Malam
6968,2011-10-22,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,30,114,144,144,4,Malam
6969,2011-10-22,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0,27,81,108,108,4,Malam
6970,2011-10-23,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0,24,64,88,88,4,
6971,2011-10-23,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,11,60,71,71,4,Pagi
6972,2011-10-23,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50,50,4,Pagi
6973,2011-10-23,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0,15,31,46,46,4,Pagi
6974,2011-10-23,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,5,1,6,6,4,Pagi
6975,2011-10-23,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,1,2,3,3,4,Pagi
6976,2011-10-23,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12,12,4,Pagi
6977,2011-10-23,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21,21,4,Siang
6978,2011-10-23,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88,88,4,Siang
6979,2011-10-23,0,10,9,0,0,0,1,0.4,0.4091,0.76,0.0,48,95,143,143,4,Siang
6980,2011-10-23,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289,289,4,Siang
6981,2011-10-23,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333,333,4,Siang
6982,2011-10-23,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413,413,4,Siang
6983,2011-10-23,0,10,13,0,0,0,1,0.52,0.5,0.55,0.194,160,255,415,415,4,Sore
6984,2011-10-23,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408,408,4,Sore
6985,2011-10-23,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387,387,4,Sore
6986,2011-10-23,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405,405,4,Sore
6987,2011-10-23,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220,340,340,4,Sore
6988,2011-10-23,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284,284,4,Sore
6989,2011-10-23,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0,53,140,193,193,4,Malam
6990,2011-10-23,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144,144,4,Malam
6991,2011-10-23,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99,99,4,Malam
6992,2011-10-23,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94,94,4,Malam
6993,2011-10-23,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49,49,4,Malam
6994,2011-10-24,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0,6,26,32,32,4,
6995,2011-10-24,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8,15,15,4,Pagi
6996,2011-10-24,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6,7,7,4,Pagi
6997,2011-10-24,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4,4,4,Pagi
6998,2011-10-24,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,1,5,6,6,4,Pagi
6999,2011-10-24,0,10,5,0,1,1,1,0.38,0.3939,0.87,0.0,2,19,21,21,4,Pagi
7000,2011-10-24,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83,86,86,4,Pagi
7001,2011-10-24,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285,285,4,Siang
7002,2011-10-24,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378,398,398,4,Siang
7003,2011-10-24,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195,195,4,Siang
7004,2011-10-24,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129,129,4,Siang
7005,2011-10-24,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109,168,168,4,Siang
7006,2011-10-24,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220,220,4,Siang
7007,2011-10-24,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138,198,198,4,Sore
7008,2011-10-24,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,63,143,206,206,4,Sore
7009,2011-10-24,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125,177,177,4,Sore
7010,2011-10-24,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.194,68,242,310,310,4,Sore
7011,2011-10-24,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,87,527,614,614,4,Sore
7012,2011-10-24,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486,486,4,Sore
7013,2011-10-24,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0,25,212,237,237,4,Malam
7014,2011-10-24,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118,129,129,4,Malam
7015,2011-10-24,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126,126,4,Malam
7016,2011-10-24,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76,79,79,4,Malam
7017,2011-10-24,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59,59,4,Malam
7018,2011-10-25,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26,30,30,4,
7019,2011-10-25,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6,11,11,4,Pagi
7020,2011-10-25,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3,5,5,4,Pagi
7021,2011-10-25,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,1,3,4,4,4,Pagi
7022,2011-10-25,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5,5,5,4,Pagi
7023,2011-10-25,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24,24,4,Pagi
7024,2011-10-25,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95,98,98,4,Pagi
7025,2011-10-25,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,15,299,314,314,4,Siang
7026,2011-10-25,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0,25,383,408,408,4,Siang
7027,2011-10-25,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194,223,223,4,Siang
7028,2011-10-25,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102,128,128,4,Siang
7029,2011-10-25,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,46,120,166,166,4,Siang
7030,2011-10-25,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165,200,200,4,Siang
7031,2011-10-25,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161,198,198,4,Sore
7032,2011-10-25,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200,200,4,Sore
7033,2011-10-25,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234,234,4,Sore
7034,2011-10-25,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,52,233,285,285,4,Sore
7035,2011-10-25,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585,585,4,Sore
7036,2011-10-25,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518,518,4,Sore
7037,2011-10-25,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,44,294,338,338,4,Malam
7038,2011-10-25,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208,248,248,4,Malam
7039,2011-10-25,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201,201,4,Malam
7040,2011-10-25,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,22,148,170,170,4,Malam
7041,2011-10-25,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94,94,4,Malam
7042,2011-10-26,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32,32,4,
7043,2011-10-26,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12,12,4,Pagi
7044,2011-10-26,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3,3,4,Pagi
7045,2011-10-26,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3,3,4,Pagi
7046,2011-10-26,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5,5,4,Pagi
7047,2011-10-26,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21,21,4,Pagi
7048,2011-10-26,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92,92,92,4,Pagi
7049,2011-10-26,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284,299,299,4,Siang
7050,2011-10-26,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438,464,464,4,Siang
7051,2011-10-26,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240,240,4,Siang
7052,2011-10-26,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131,131,4,Siang
7053,2011-10-26,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155,155,4,Siang
7054,2011-10-26,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155,194,194,4,Siang
7055,2011-10-26,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62,82,82,4,Sore
7056,2011-10-26,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,14,52,66,66,4,Sore
7057,2011-10-26,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,11,59,70,70,4,Sore
7058,2011-10-26,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213,213,4,Sore
7059,2011-10-26,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414,454,454,4,Sore
7060,2011-10-26,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398,453,453,4,Sore
7061,2011-10-26,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,25,306,331,331,4,Malam
7062,2011-10-26,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,27,180,207,207,4,Malam
7063,2011-10-26,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,17,140,157,157,4,Malam
7064,2011-10-26,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135,135,4,Malam
7065,2011-10-26,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75,75,4,Malam
7066,2011-10-27,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,3,23,26,26,4,
7067,2011-10-27,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,2,9,11,11,4,Pagi
7068,2011-10-27,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,3,5,8,8,4,Pagi
7069,2011-10-27,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,1,3,4,4,4,Pagi
7070,2011-10-27,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,1,3,4,4,4,Pagi
7071,2011-10-27,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15,15,4,Pagi
7072,2011-10-27,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,4,42,46,46,4,Pagi
7073,2011-10-27,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137,137,4,Siang
7074,2011-10-27,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304,316,316,4,Siang
7075,2011-10-27,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155,171,171,4,Siang
7076,2011-10-27,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62,62,4,Siang
7077,2011-10-27,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52,52,4,Siang
7078,2011-10-27,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45,53,53,4,Siang
7079,2011-10-27,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,10,64,74,74,4,Sore
7080,2011-10-27,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0,16,76,92,92,4,Sore
7081,2011-10-27,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95,107,107,4,Sore
7082,2011-10-27,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,14,193,207,207,4,Sore
7083,2011-10-27,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291,322,322,4,Sore
7084,2011-10-27,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240,240,4,Sore
7085,2011-10-27,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200,219,219,4,Malam
7086,2011-10-27,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,11,171,182,182,4,Malam
7087,2011-10-27,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132,132,4,Malam
7088,2011-10-27,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,14,97,111,111,4,Malam
7089,2011-10-27,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,8,60,68,68,4,Malam
7090,2011-10-28,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40,44,44,4,
7091,2011-10-28,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,7,9,16,16,4,Pagi
7092,2011-10-28,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3,4,4,4,Pagi
7093,2011-10-28,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,4,4,8,8,4,Pagi
7094,2011-10-28,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5,10,10,4,Pagi
7095,2011-10-28,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,0,25,25,25,4,Pagi
7096,2011-10-28,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74,75,75,4,Pagi
7097,2011-10-28,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,6,199,205,205,4,Siang
7098,2011-10-28,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361,374,374,4,Siang
7099,2011-10-28,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210,229,229,4,Siang
7100,2011-10-28,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130,130,4,Siang
7101,2011-10-28,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128,168,168,4,Siang
7102,2011-10-28,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,46,167,213,213,4,Siang
